epoch,val_auc,val_prauc,val_logloss
1,0.8040881631942693,0.9158765320396651,0.5062681813110522
2,0.8098487927448997,0.9227208693962179,0.497845115470511
3,0.8189483229354242,0.927472253544201,0.4904311926606418
4,0.8207895884445262,0.9278924500482584,0.48395028699189785
5,0.8205097398198883,0.9292896719067069,0.48276600939620773
6,0.8215465641412059,0.9304583670396738,0.4773968081877467
7,0.8195540023792077,0.9287464239713412,0.47674392645455826
8,0.821907005214282,0.9305947153933701,0.4722588094800042
9,0.823045682568595,0.9314570088112549,0.46816779263273717
10,0.8237902974602995,0.9318459756727867,0.4645890876283974
11,0.8257546765869543,0.9329622733240239,0.46109203849860436
12,0.8275371046643745,0.933891264806344,0.45804212263280447
13,0.8288374613477628,0.9349524693311781,0.45500541471934414
14,0.828711381137016,0.9350910907961338,0.45256605426489277
15,0.8290362230917636,0.9352099063415962,0.4504333491025916
16,0.8295266998331786,0.9355126412367973,0.44857078465422895
17,0.8291603255737144,0.9351928987861483,0.4470418554771255
18,0.8291276930485799,0.9348967807784114,0.4456819887978124
19,0.8292577287169188,0.935225877893336,0.4442470032543925
20,0.8291163211080028,0.9354197429212621,0.4429526154435769
21,0.8289145927708079,0.9354343271838761,0.44180168538415737
22,0.828841416805355,0.9356010661794195,0.44277576922639966
23,0.828987768736261,0.9357200302859245,0.44188212185802206
24,0.8294475906813374,0.9357373704629541,0.4408489809738054
25,0.8304344773505554,0.9364392984183025,0.44007133051178404
26,0.8296839292724628,0.9360293988468636,0.4395344102842863
27,0.8294159470206011,0.9358941518703393,0.43894587959119563
28,0.828703964654031,0.9355155360410633,0.43867799040054356
29,0.8286629267815134,0.9356082274598337,0.43843563095396265
30,0.8290297954731766,0.9360564639777872,0.43945213693465873
31,0.8289304146011761,0.935966404021946,0.4389559270064991
32,0.8299276843465733,0.9365970750437174,0.43839087422933914
33,0.8300601921759071,0.9367519452787014,0.43948025388844697
34,0.8303098804364056,0.9368503595296442,0.43895508367203795
35,0.8302960363348334,0.9366655551997488,0.43863489565495356
36,0.8306757602636708,0.9369907204732718,0.43856625036362545
37,0.8306480720605264,0.9372153899385179,0.43968736705917216
38,0.8308053014998106,0.9372144461069244,0.43947776237982383
39,0.8311603038186977,0.9372220886839178,0.43910298148668214
40,0.8308666110924875,0.9370367905245506,0.43898871927000227
41,0.8302965307670325,0.9364622448973383,0.439128249209175
42,0.8298599471353093,0.9358661348812335,0.43928554886972054
43,0.829558343493915,0.935357320117553,0.4393686147420364
44,0.8297373279499556,0.9354652806779383,0.43924819002070836
45,0.8303014750890225,0.9356803368074879,0.43885614171755377
46,0.8305704462052823,0.9359400615971636,0.43874476951120067
47,0.8308166734403878,0.9360459685461232,0.43878020735328443
48,0.8310391679299409,0.936034017191609,0.438792853932481
49,0.8311073995734038,0.9358873199740181,0.43892229007866124
50,0.831049056573921,0.9359580402855365,0.4398531930237336
51,0.8309917024388362,0.9359019900112265,0.43999820744790313
52,0.8307830520508553,0.9356085937501633,0.44016604897426603
53,0.8310549897603091,0.9357243212498175,0.44020593655780266
54,0.8308611723382984,0.9355115468054649,0.4402942008029518
55,0.830263898241898,0.9351799269582463,0.4408622632975704
56,0.8305961566796307,0.9353491177118647,0.4408290275006287
57,0.8307296533733626,0.935564994044904,0.44106558413103464
58,0.8311795866744589,0.9357380170758498,0.44091524040961405
