epoch,val_auc,val_prauc,val_logloss
1,0.8272018796334477,0.931231203441867,0.5054568997196153
2,0.8293373323009589,0.9328439771586531,0.49646974311312786
3,0.8343953736968003,0.9373290157389027,0.48900468861752633
4,0.8314624018922909,0.9359994776964397,0.48242132250538466
5,0.8263568950053448,0.9330521667284988,0.48119324856935425
6,0.8262792691501007,0.9334614425590344,0.475811272258822
7,0.8200889780185333,0.9284039960162882,0.47533487194872553
8,0.821054604103194,0.930663341242551,0.4711142340423171
9,0.8243707608619337,0.9325606674591771,0.46690767222520857
10,0.827075304990502,0.9338053504575802,0.4630476754902839
11,0.8288878934320616,0.9346050236444285,0.45970385745213294
12,0.8286822096372747,0.9348500295562443,0.4570145649843478
13,0.8291207709977938,0.9350425715676873,0.45431444374197405
14,0.8302263213947735,0.9352821597383943,0.45181387325784433
15,0.8301729227172807,0.9354543765068748,0.4497223562589564
16,0.830193688869639,0.9357294348641255,0.44778831298622446
17,0.8295894927224524,0.9355661116740602,0.44637312093161635
18,0.8298218758559858,0.9353977246705606,0.4448247208802799
19,0.8306490609249244,0.9360256381136413,0.44330841987344005
20,0.8319182683797753,0.9367004258062809,0.4417087900800374
21,0.8314208695875743,0.9369009719822355,0.44070009925206705
22,0.8316270478145602,0.9371055971307398,0.4414961027944751
23,0.8317753774742623,0.9372162434687279,0.44067154539394476
24,0.83238896783323,0.9377277924776913,0.43973325610429453
25,0.8321674622080749,0.9376669051372879,0.43912903582815693
26,0.8324344555955386,0.9378025990435933,0.43833794858080954
27,0.8333872264430251,0.9380466316652211,0.43741307648673755
28,0.8337531062702903,0.9383125951980589,0.43679513618261023
29,0.8335978545598021,0.9383000012228446,0.43630628429232937
30,0.8337649726430665,0.9386166447031379,0.43729649545164784
31,0.8342327055033271,0.9387943683861505,0.43687133532598177
32,0.8343147812483622,0.9390387610345361,0.43667303949705294
33,0.8335053957385877,0.9385890678958306,0.43802940412233987
34,0.8342391331219141,0.9389407014647209,0.4376949638471571
35,0.8348947502177974,0.939268418176361,0.4371018736970071
36,0.8346628615164631,0.9390699499981474,0.43725599660993864
37,0.8341353023601227,0.9387866125524182,0.4383308571999357
38,0.8342826431554268,0.9387911988725499,0.43829144247389534
39,0.834799324803389,0.9389386793894796,0.4380148646608801
40,0.83514740507149,0.9390826017825569,0.437944717227997
41,0.8354588973568644,0.939267020180094,0.43772140865734516
42,0.8354054986793716,0.93902939655839,0.4377181599864851
43,0.8354420866620981,0.9389977633095765,0.437893890927069
44,0.8357323183629152,0.9390387005964507,0.43794408074509533
45,0.8361595077828572,0.9392241584070629,0.43787868091186755
46,0.8363731024928283,0.9392541744713243,0.4379575204932266
47,0.8362485055786785,0.9392313896939987,0.4381171947781956
48,0.8365782918554162,0.9394565674128379,0.43821099012763115
49,0.8366598731682523,0.9395625571536224,0.43842298798655993
50,0.836352830772669,0.9393594265378865,0.43933842437187826
51,0.8365031381611671,0.9393817353335738,0.43952913745938443
52,0.8364062294501617,0.9394194444920593,0.4398861496744561
53,0.8361382471983,0.9392007839727482,0.44015510779435235
54,0.8361946124689867,0.9392574178504955,0.4403085120847474
55,0.8363449198574848,0.9393533681958505,0.4404548950888066
56,0.8365061047543612,0.9396148791493243,0.440745737979609
57,0.8367632094978448,0.9397168541002503,0.44085574140078265
58,0.8373693833738274,0.9400538041812987,0.44093564921109824
59,0.8375869335413904,0.9401514473150335,0.44086158032639805
60,0.8378326663442969,0.940215372072122,0.4410440122212429
61,0.8382954548825674,0.9404177372770858,0.4410167824665415
62,0.8381164704265269,0.9402329943446123,0.44126642221833917
63,0.837982479300596,0.940163738884345,0.44195550229760167
64,0.8384714727454139,0.9404611524265559,0.44209132608382173
65,0.8384007689409559,0.9403936374352504,0.442718183081633
66,0.838478889228399,0.9405046812991918,0.4432741219998444
67,0.8385362433634838,0.9405232646573451,0.4434572273848618
68,0.838412140881533,0.940458311786984,0.44419709265035634
69,0.838264800086229,0.9403283925376723,0.44432808663323475
70,0.838339953780478,0.9403328374750887,0.44446452065449427
71,0.8383335261618909,0.9403736609777722,0.4445689491223519
72,0.838052688672855,0.9401013003364495,0.4451847156911932
73,0.8382425506372737,0.9401912117559904,0.4452818679646292
74,0.8381095483757408,0.9401571911022647,0.4456147055321768
75,0.8380245060375116,0.9400415594545032,0.44564216139296536
76,0.8381807466123978,0.9401275534013255,0.4458069244502454
77,0.8381184481553229,0.9400843849999291,0.4460541507251787
78,0.8379711073600188,0.939927752940569,0.44653045663717683
79,0.8380057176139493,0.9399065489788617,0.4465806620381538
80,0.8381144926977309,0.9399072149095392,0.44671985389751245
81,0.8383053435265475,0.9400417627622766,0.4467669420786288
82,0.8381570138668455,0.9400345702295425,0.447013887197143
83,0.8381288312315021,0.9399671362728403,0.4472489316351245
84,0.8381491029516613,0.9400178011809258,0.4475113936073346
85,0.8383117711451347,0.9402106803346332,0.44763010847469054
86,0.8383097934163386,0.9400440166059301,0.4477318262426275
87,0.8382919938571743,0.9399919522214268,0.44812269978290986
88,0.8382801274843982,0.9399977373558217,0.44832510426985733
89,0.8385085551603394,0.9401319279720157,0.4484300336455187
90,0.8385322879058917,0.9399970206787746,0.44840062771464784
91,0.8382801274843982,0.9397617087475647,0.44857941630502146
