epoch,val_auc,val_prauc,val_logloss
1,0.8226512258345371,0.9283165367003856,0.5059426712666228
2,0.8253487543779805,0.9328444210334471,0.4970417805383474
3,0.8330490531689653,0.9362647668305717,0.489362013479697
4,0.8357549913924451,0.9380597137549255,0.48247875431176873
5,0.8293705601836279,0.9345489915974935,0.4814212262591071
6,0.8318563626649781,0.9351341900738687,0.4759906662296167
7,0.8279577339375112,0.9340618268597154,0.4754741183480725
8,0.8304296851811545,0.9353547970022145,0.47082870447283154
9,0.8310435918238123,0.9354766051206915,0.46655911581236065
10,0.8329412113896749,0.9359162232553158,0.4627610783352764
11,0.8341279656489304,0.9367217701805156,0.4589840868054008
12,0.8340399113520787,0.9359980969384767,0.4560428951900936
13,0.8347695747670024,0.937080871750859,0.453222319511827
14,0.8354522429111344,0.9374433513480837,0.4505014172667823
15,0.8348695015533174,0.9369935479236456,0.4481914945387591
16,0.8359434671626729,0.9377497212159327,0.4460392189988635
17,0.8360795061044384,0.9375428433168699,0.44427548760636054
18,0.8360458673842927,0.9371890716106134,0.4428889226488558
19,0.8360206383441835,0.9369646533281906,0.44150846304236974
20,0.8360503195678414,0.9369025502437879,0.4404463351880836
21,0.8358227635197973,0.9368457011683,0.43903338673335174
22,0.8354566950946831,0.9367180218266437,0.44004018873188816
23,0.8353899123414528,0.9368561493987198,0.43875379375172086
24,0.8356422027425451,0.9367513115876295,0.4375586236334392
25,0.8359874943110988,0.937263415771233,0.4366349032115334
26,0.8365534163088431,0.937903216207288,0.4358932964837188
27,0.8366701624552308,0.9378292573015583,0.4351697920133961
28,0.8367270514672418,0.9378731881302745,0.4344802584340258
29,0.836737934582583,0.9380187561215951,0.43403072580428975
30,0.8365771612877694,0.9380326841230073,0.4351479892457971
31,0.8365138413439658,0.9380015452340467,0.43482381547206395
32,0.8361863585096069,0.9378729493685763,0.43476534139782214
33,0.8359370362308803,0.9377363489340516,0.4358610540273815
34,0.8362061459920455,0.9377348337632577,0.4352531647143151
35,0.8364089676870412,0.9377838045060114,0.4348633838770187
36,0.836625640619744,0.9377391998080332,0.4347210696470784
37,0.8360676336149752,0.9375198945849925,0.4359538520472173
38,0.8360616973702436,0.9375527509399786,0.4355580100029691
39,0.8359805686922452,0.9373521449322632,0.4353873882069229
40,0.8359795793181234,0.9371596094181923,0.4352961498774942
41,0.8356021330906069,0.9366354260801608,0.43526155364946634
42,0.835715416427568,0.9366280501722309,0.4350909863394401
43,0.8360898945327186,0.937006631712688,0.43481874969713574
44,0.8362803490511902,0.9370601236134067,0.43464866552353526
45,0.8365079050992342,0.9371299657283017,0.4344670969523842
46,0.8359776005698795,0.9367143209836254,0.4344550401729276
47,0.8360043136711716,0.9366553723792249,0.43457388184944884
48,0.8359508874685874,0.9367457388031648,0.434805968598
49,0.8357544967053842,0.9365463406928908,0.435039347128572
50,0.8353661673625264,0.9362841104249173,0.43598781284363675
51,0.8356610008508617,0.9366310221715659,0.4361105416581695
52,0.8358479925599066,0.9366224068215995,0.4361265051403983
53,0.8358564022399431,0.9366252910786437,0.43621802127029013
54,0.8360928626550844,0.9367987159479694,0.4362076360710912
55,0.8358910303342105,0.9367728633250826,0.4362777239146958
56,0.8360908839068405,0.9368406184545215,0.4360891013107217
57,0.8358860834636009,0.9366573074232322,0.43646250804072645
58,0.8355373290856204,0.9364439202695959,0.4366989782781821
59,0.83562934087896,0.9365347374647035,0.436769348435396
60,0.8356164790153748,0.9364615208256704,0.43679085402986023
61,0.8355318875279498,0.9363062718556538,0.43696753676998124
62,0.8356298355660209,0.9363290808980329,0.4370884354341957
63,0.8354131626333182,0.9362474301041026,0.4378736310142319
64,0.8355942180976315,0.9363831819344732,0.437880189863415
65,0.8352335912301878,0.9360612402567443,0.4386676381783203
66,0.8348655440568297,0.9358003564859922,0.4393305086845166
67,0.8347537447810515,0.9358129020853331,0.43934944354574934
68,0.834361952628767,0.9355961310122703,0.44012541335840805
69,0.8347319785503691,0.9357473351216222,0.43999355640850446
70,0.8348507034450007,0.9357824160722936,0.44000753795386
71,0.8348442725132081,0.9357551886028681,0.4400379836855172
72,0.8348106337930625,0.9358037958301093,0.4405044316191382
73,0.8347265369926984,0.9355790010793864,0.44075276926722273
74,0.8345860458673843,0.9355458685740609,0.4408969366999937
75,0.8349075924570117,0.9357932151358622,0.44076108077997306
76,0.8350629241941547,0.93592912911199,0.44081294255256775
77,0.8347646278963927,0.9357667533912812,0.4409819111992187
78,0.8343856976076933,0.9355140196449563,0.44166771449499787
79,0.8343203989156459,0.9354984980379697,0.44180841047798863
80,0.8343342501533529,0.9353729014773283,0.44193825060967634
81,0.8344935393869838,0.9353891272869994,0.4419127611797229
82,0.8343372182757188,0.9352606303440212,0.44229081510780993
83,0.8345162949917881,0.9353570985856388,0.4423658146406161
84,0.834519263114154,0.9352512816635176,0.44243917045689163
85,0.8346726161030532,0.9353381958180107,0.4424242806064495
86,0.8346800364089677,0.9353412564850508,0.44252099139110684
87,0.8341116409759186,0.9349472168038805,0.44316501908065775
88,0.8341818865385757,0.9350453781650555,0.4432033155244945
89,0.8343579951322794,0.9351306438954011,0.4433392643713569
90,0.8346419455052734,0.9353953941017482,0.4433166846339092
91,0.8348704909274393,0.9355742686073596,0.4431665533236224
92,0.8348576290638542,0.9356229061894173,0.44317331530411663
93,0.8347735322634902,0.9354887898505325,0.44310103547544316
