epoch,val_auc,val_prauc,val_logloss
1,0.8045629730907938,0.9191282376041165,0.5056518701303194
2,0.8079063131613363,0.9224119045690442,0.49729317104607274
3,0.8119223833868346,0.9253630413697103,0.49028845563133827
4,0.8130473982483256,0.9251602069167254,0.4838787390364155
5,0.8082208813854873,0.9231184815291321,0.483101441191715
6,0.8111054967701027,0.9256577084202721,0.4778643310695687
7,0.8079568422304125,0.9254045408863006,0.4774199892711506
8,0.8100052510601197,0.9277443272659398,0.4732609282225661
9,0.809656996789918,0.9273373841429294,0.4695808050300077
10,0.8115790829469346,0.927994271215838,0.4659208646303818
11,0.8124479847818333,0.9280431265872355,0.4625880134420724
12,0.8139896167716879,0.9294288373644245,0.45984115131807796
13,0.8139564261086673,0.9293457914166966,0.4574113791402388
14,0.814541968850315,0.9299134928883477,0.45531243395537196
15,0.8143670986406689,0.9300439218888822,0.4535158131118594
16,0.8145053105060833,0.9301429142755112,0.4518163393133589
17,0.8154346490706614,0.9309348414770096,0.4503612578149181
18,0.8161990250861967,0.9316010050297991,0.4491847184813004
19,0.8166636943684857,0.9318094303507364,0.447761904340593
20,0.816539848610946,0.9315154722405742,0.44674908668377517
21,0.8168479768557049,0.9316322168166394,0.4456583531661843
22,0.8159528197202076,0.9315406455048142,0.44682843068351175
23,0.8157928110014664,0.9315440120972343,0.4461161162718762
24,0.8155778147663774,0.9313412635406594,0.44522353907005324
25,0.8154822058415567,0.9311911131901022,0.44484910970644087
26,0.8159666904450521,0.9311499967674418,0.4442076259725064
27,0.8162312249831569,0.9311033542529799,0.44373490948207517
28,0.8159959180438315,0.9310140696095307,0.4434525956743593
29,0.8156352791978758,0.9305701690775944,0.44327990394625527
30,0.814966016724131,0.9303112355397836,0.44442994258487956
31,0.8158359093250902,0.9308143262997725,0.4439955045764118
32,0.8160097887686759,0.9309023051356945,0.4438152049927726
33,0.8150665794792533,0.9306791164050741,0.44510646486200856
34,0.8145414734672849,0.9302734242022991,0.44514309666763185
35,0.8148684262671898,0.9303535961148591,0.4451368337251889
36,0.8154376213688423,0.9306962380125505,0.44521937908685955
37,0.8148203741132644,0.930443181973319,0.4464317904783369
38,0.8143997939206594,0.9300951659956372,0.446745222122286
39,0.8143626401933975,0.9300574803223957,0.4467222502978549
40,0.8143992985376293,0.9299089557130384,0.44683581907875863
41,0.8139707922165418,0.9292802827642249,0.4471110602541032
42,0.8139792137280545,0.9291696230090442,0.44721210399916417
43,0.8143249910831054,0.9291780330549592,0.4473390286626394
44,0.8139519676613958,0.9286906740897195,0.447747726107016
45,0.8138320849680973,0.9285507807312906,0.4480408055805232
46,0.8142056037728371,0.9287098000633158,0.44821288664699754
47,0.8143051757618991,0.9287543641295478,0.44847848692586045
48,0.8142358221376769,0.9286023907854312,0.448800026480282
49,0.8141922284310229,0.9284664984729049,0.44906773364605607
50,0.8138192050093132,0.9284026451955504,0.4500156696332461
51,0.8139747552807831,0.9285069001516422,0.4503038064837285
52,0.8143344033606785,0.928588187770145,0.45050181987851523
53,0.8140005151983514,0.9282052039972647,0.4509735237833678
54,0.8139450322989735,0.9282450890041204,0.45116498933705684
55,0.81399655213411,0.9282448024104337,0.4515102323421375
56,0.813937106170491,0.9283314681142784,0.45173510850140114
57,0.8139351246383704,0.9283991855609387,0.4520660806935594
58,0.8138266357547655,0.9283425185702636,0.4523838343370543
59,0.8136998176990449,0.9281833215504484,0.45281552985943796
60,0.8133183727658225,0.9278945794730147,0.45331037449724787
61,0.8134828399318353,0.9279277789218765,0.4536341341596201
