fold,iter,split,metric,value
2,5,training,binary_logloss,0.4477754360506071
2,6,training,binary_logloss,0.435503646547871
2,7,training,binary_logloss,0.42406676903829493
2,8,training,binary_logloss,0.4163763238599297
2,9,training,binary_logloss,0.40922015206679807
2,10,training,binary_logloss,0.4025177913004374
2,11,training,binary_logloss,0.39625455644483665
2,12,training,binary_logloss,0.3871189118997149
2,13,training,binary_logloss,0.37850275113632137
2,14,training,binary_logloss,0.3731983578013037
2,15,training,binary_logloss,0.365338020511065
2,16,training,binary_logloss,0.35775652082007375
2,17,training,binary_logloss,0.35320360225910696
2,18,training,binary_logloss,0.3463251714948069
2,19,training,binary_logloss,0.33973239460754356
2,20,training,binary_logloss,0.3333923441115166
2,21,training,binary_logloss,0.32738448199396797
2,22,training,binary_logloss,0.3216542838714979
2,23,training,binary_logloss,0.31623197913766155
2,24,training,binary_logloss,0.3109836365092703
2,25,training,binary_logloss,0.30597041923296353
2,26,training,binary_logloss,0.3011428379641324
2,27,training,binary_logloss,0.298271853177625
2,28,training,binary_logloss,0.2937648242644241
2,29,training,binary_logloss,0.28943799636110124
2,30,training,binary_logloss,0.2852968998992139
2,31,training,binary_logloss,0.2813216774431111
2,32,training,binary_logloss,0.27748801359282427
2,33,training,binary_logloss,0.2752205281802974
2,34,training,binary_logloss,0.2716225766885039
2,35,training,binary_logloss,0.26816694643208383
2,36,training,binary_logloss,0.2648298866793243
2,37,training,binary_logloss,0.2616373519299886
2,38,training,binary_logloss,0.2585712295767006
2,39,training,binary_logloss,0.2555889715931982
2,40,training,binary_logloss,0.25385515399099207
2,41,training,binary_logloss,0.2510635269119631
2,42,training,binary_logloss,0.248336140764895
2,43,training,binary_logloss,0.24683310641707173
2,44,training,binary_logloss,0.24426730424763662
2,45,training,binary_logloss,0.24284058727141783
2,46,training,binary_logloss,0.2403444062010993
2,47,training,binary_logloss,0.23794672319662158
2,48,training,binary_logloss,0.23669744103562643
2,49,training,binary_logloss,0.23441924737098235
2,50,training,binary_logloss,0.233238493905767
2,51,training,binary_logloss,0.23207080885676867
2,52,training,binary_logloss,0.23097146188623907
2,53,training,binary_logloss,0.22883945930489222
2,54,training,binary_logloss,0.22780781745138654
2,55,training,binary_logloss,0.2258022387280284
2,56,training,binary_logloss,0.22485279735742425
2,57,training,binary_logloss,0.22294888830741041
2,58,training,binary_logloss,0.22107026021695086
2,59,training,binary_logloss,0.21927990882187118
2,60,training,binary_logloss,0.21755265773612667
2,61,training,binary_logloss,0.21590685930473044
2,62,training,binary_logloss,0.21428327987031495
2,63,training,binary_logloss,0.21272495120438523
2,64,training,binary_logloss,0.21116972298733874
2,65,training,binary_logloss,0.21042216708541137
2,66,training,binary_logloss,0.20896507975759582
2,67,training,binary_logloss,0.20754493731558457
2,68,training,binary_logloss,0.20613605243665054
2,69,training,binary_logloss,0.20482275875508354
2,70,training,binary_logloss,0.2041518391722065
2,71,training,binary_logloss,0.20282467063164006
2,72,training,binary_logloss,0.20221513672006403
2,73,training,binary_logloss,0.20089682062408606
2,74,training,binary_logloss,0.19963020590388805
2,75,training,binary_logloss,0.19841505915672622
2,76,training,binary_logloss,0.1972618710299504
2,77,training,binary_logloss,0.1961651472817079
2,78,training,binary_logloss,0.1950723207930844
2,79,training,binary_logloss,0.1940516788880928
2,80,training,binary_logloss,0.19304704060530944
2,81,training,binary_logloss,0.1920693437175085
2,82,training,binary_logloss,0.1911350648766437
2,83,training,binary_logloss,0.1901867142871952
2,84,training,binary_logloss,0.18964254495842897
2,85,training,binary_logloss,0.18877040447000087
2,86,training,binary_logloss,0.1878664462814624
2,87,training,binary_logloss,0.18692381367458566
2,88,training,binary_logloss,0.18608625876846221
2,89,training,binary_logloss,0.1852339468777244
2,90,training,binary_logloss,0.18444745352087688
2,91,training,binary_logloss,0.1836796636068382
2,92,training,binary_logloss,0.18291325887289298
2,93,training,binary_logloss,0.18217120948176374
2,94,training,binary_logloss,0.1814597964402213
2,95,training,binary_logloss,0.18104473277433236
2,96,training,binary_logloss,0.18035975753407762
2,97,training,binary_logloss,0.17966475191379472
2,98,training,binary_logloss,0.17923445984567285
2,99,training,binary_logloss,0.17845890440017065
2,100,training,binary_logloss,0.17774034596855112
2,101,training,binary_logloss,0.17714116838084906
2,102,training,binary_logloss,0.17674733702056825
2,103,training,binary_logloss,0.1763416554360744
2,104,training,binary_logloss,0.17569215156053788
2,105,training,binary_logloss,0.1750595158092462
2,106,training,binary_logloss,0.17442740225425324
2,107,training,binary_logloss,0.17388006059341532
2,108,training,binary_logloss,0.17321531065281276
2,109,training,binary_logloss,0.17262068312876686
2,110,training,binary_logloss,0.17209159189830167
2,111,training,binary_logloss,0.1717382292065082
2,112,training,binary_logloss,0.17116202364075098
2,113,training,binary_logloss,0.1706136297115318
2,114,training,binary_logloss,0.1701544242022724
2,115,training,binary_logloss,0.16967039715294144
2,116,training,binary_logloss,0.16920948375343683
2,117,training,binary_logloss,0.1689008681420536
2,118,training,binary_logloss,0.16833396650284477
2,119,training,binary_logloss,0.16783703960279361
2,120,training,binary_logloss,0.16739307948252521
2,121,training,binary_logloss,0.1669260299792225
2,122,training,binary_logloss,0.16649242416570603
2,123,training,binary_logloss,0.1660604200117854
2,124,training,binary_logloss,0.16557776762182214
2,125,training,binary_logloss,0.1651988021992649
2,126,training,binary_logloss,0.16478465843381188
2,127,training,binary_logloss,0.16436025387452435
2,128,training,binary_logloss,0.16396304881550564
2,129,training,binary_logloss,0.16360995907587816
2,130,training,binary_logloss,0.16320368774577498
2,131,training,binary_logloss,0.16293796280697817
2,132,training,binary_logloss,0.1625344178889412
2,133,training,binary_logloss,0.16214394888797515
2,134,training,binary_logloss,0.16177716745217124
2,135,training,binary_logloss,0.161421759615199
2,136,training,binary_logloss,0.1610324883279439
2,137,training,binary_logloss,0.16067582140604816
2,138,training,binary_logloss,0.16028739676991005
2,139,training,binary_logloss,0.15990262295898308
2,140,training,binary_logloss,0.1596231601382357
2,141,training,binary_logloss,0.1592849679491937
2,142,training,binary_logloss,0.15899127385890147
2,143,training,binary_logloss,0.15867428718661747
2,144,training,binary_logloss,0.1582919213312171
2,145,training,binary_logloss,0.15798494293234122
2,146,training,binary_logloss,0.15765988030681638
2,147,training,binary_logloss,0.1573214282087554
2,148,training,binary_logloss,0.1570609067380821
2,149,training,binary_logloss,0.15678560719923312
2,150,training,binary_logloss,0.15651494234284652
2,151,training,binary_logloss,0.15626491710503473
2,152,training,binary_logloss,0.1559998844975873
2,153,training,binary_logloss,0.1556684966863534
2,154,training,binary_logloss,0.15537790551943714
2,155,training,binary_logloss,0.15509239724432045
2,156,training,binary_logloss,0.1548364727103376
2,157,training,binary_logloss,0.15456632625906322
2,158,training,binary_logloss,0.15431274453928437
2,159,training,binary_logloss,0.15400628454746143
2,160,training,binary_logloss,0.15371258087865958
2,161,training,binary_logloss,0.15343085139157595
2,162,training,binary_logloss,0.15315885316591935
2,163,training,binary_logloss,0.15289552940033752
2,164,training,binary_logloss,0.15259436911168364
2,165,training,binary_logloss,0.1523584164175204
2,166,training,binary_logloss,0.15206849300593106
2,167,training,binary_logloss,0.1518357570467086
2,168,training,binary_logloss,0.15157594667152313
2,169,training,binary_logloss,0.15131582318847184
2,170,training,binary_logloss,0.15109723104597975
2,171,training,binary_logloss,0.1508644254019393
2,172,training,binary_logloss,0.1505838954324732
2,173,training,binary_logloss,0.15038148103041227
2,174,training,binary_logloss,0.15016059151960412
2,175,training,binary_logloss,0.14991599971446257
2,176,training,binary_logloss,0.1496649987686554
2,177,training,binary_logloss,0.14945048567290797
2,178,training,binary_logloss,0.14919601816859318
2,179,training,binary_logloss,0.14894799989887292
2,180,training,binary_logloss,0.14873732066536213
2,181,training,binary_logloss,0.14849414773898653
2,182,training,binary_logloss,0.14822387130817324
2,183,training,binary_logloss,0.1479532538044705
2,184,training,binary_logloss,0.14772548735651003
2,185,training,binary_logloss,0.14747734305394014
2,186,training,binary_logloss,0.14724414320841808
2,187,training,binary_logloss,0.14705260021513383
2,188,training,binary_logloss,0.14686536011869888
2,189,training,binary_logloss,0.14665875064323386
2,190,training,binary_logloss,0.14646613427839852
2,191,training,binary_logloss,0.14624467180409162
2,192,training,binary_logloss,0.14603960824490494
2,193,training,binary_logloss,0.1458381781819688
2,194,training,binary_logloss,0.14564947795370023
2,195,training,binary_logloss,0.14540589874081036
2,196,training,binary_logloss,0.14519624259861116
2,197,training,binary_logloss,0.14500297100374646
2,198,training,binary_logloss,0.14483092346358972
2,199,training,binary_logloss,0.14455580816683408
2,200,training,binary_logloss,0.14437034937910395
2,201,training,binary_logloss,0.14410041801008294
2,202,training,binary_logloss,0.14389341017264815
2,203,training,binary_logloss,0.14372188679402204
2,204,training,binary_logloss,0.1435463476836314
2,205,training,binary_logloss,0.14336815482129772
2,206,training,binary_logloss,0.14319794600646313
2,207,training,binary_logloss,0.1430141086344671
2,208,training,binary_logloss,0.14278045533518072
2,209,training,binary_logloss,0.1425687669561519
2,210,training,binary_logloss,0.14240908904520747
2,211,training,binary_logloss,0.14225130417153123
2,212,training,binary_logloss,0.1420726437185915
2,213,training,binary_logloss,0.14184735648479502
2,214,training,binary_logloss,0.14169218923307053
2,215,training,binary_logloss,0.14154211121279064
2,216,training,binary_logloss,0.1413755556759884
2,217,training,binary_logloss,0.14119667709830178
2,218,training,binary_logloss,0.14106620368546036
2,219,training,binary_logloss,0.14086396361790782
2,220,training,binary_logloss,0.14072800265716515
2,221,training,binary_logloss,0.14055966998849345
2,222,training,binary_logloss,0.14038077570427127
2,223,training,binary_logloss,0.14021515676011517
2,224,training,binary_logloss,0.14004823850010625
2,225,training,binary_logloss,0.13988793771661537
2,226,training,binary_logloss,0.13971632888255414
2,227,training,binary_logloss,0.13952472212980377
2,228,training,binary_logloss,0.13937576111275285
2,229,training,binary_logloss,0.13923674393981156
2,230,training,binary_logloss,0.13910389683002977
2,231,training,binary_logloss,0.13891538473553722
2,232,training,binary_logloss,0.13878463066593402
2,233,training,binary_logloss,0.13861817060222587
2,234,training,binary_logloss,0.13844694659272794
2,235,training,binary_logloss,0.138280405045624
2,236,training,binary_logloss,0.13815949298281166
2,237,training,binary_logloss,0.1379658153687822
2,238,training,binary_logloss,0.13779055821484348
2,239,training,binary_logloss,0.13760484662562306
2,1,valid,auc,0.8669804333401565
2,2,valid,auc,0.9318177997569371
2,3,valid,auc,0.9364175025042991
2,4,valid,auc,0.9333347177434905
2,5,valid,auc,0.9366360415362601
2,6,valid,auc,0.9370632309562023
2,7,valid,auc,0.9377005540607222
2,8,valid,auc,0.9373994448515269
2,9,valid,auc,0.9366068700365188
2,10,valid,auc,0.935699092519142
2,11,valid,auc,0.9346291412404908
2,12,valid,auc,0.9363576762082192
2,13,valid,auc,0.9377495028484238
2,14,valid,auc,0.9364338187668663
2,15,valid,auc,0.9377999349327226
2,16,valid,auc,0.9386686523063779
2,17,valid,auc,0.9378899215929419
2,18,valid,auc,0.9384748348843671
2,19,valid,auc,0.938953445253006
2,20,valid,auc,0.9392105499964896
2,21,valid,auc,0.938959378439394
2,22,valid,auc,0.9387269953058607
2,23,valid,auc,0.9387897881951346
2,24,valid,auc,0.9390795254637527
2,25,valid,auc,0.9392337883098428
2,26,valid,auc,0.9392169776150766
2,27,valid,auc,0.9391235299294644
2,28,valid,auc,0.9394300778928486
2,29,valid,auc,0.939388545588132
2,30,valid,auc,0.9398246347876562
2,31,valid,auc,0.9399126437190795
2,32,valid,auc,0.9403838376047331
2,33,valid,auc,0.9401257439968514
2,34,valid,auc,0.940304234020693
2,35,valid,auc,0.9403586215625838
2,36,valid,auc,0.9405277173746441
2,37,valid,auc,0.9406355035940277
2,38,valid,auc,0.9406631917971721
2,39,valid,auc,0.9409084301678795
2,40,valid,auc,0.9406671472547641
2,41,valid,auc,0.940591993560515
2,42,valid,auc,0.9406780247631422
2,43,valid,auc,0.9403467551898076
2,44,valid,auc,0.9402997841309019
2,45,valid,auc,0.939810296253885
2,46,valid,auc,0.9402740736565536
2,47,valid,auc,0.9402236415722548
2,48,valid,auc,0.9399759310405523
2,49,valid,auc,0.9402063364452896
2,50,valid,auc,0.94001696891307
2,51,valid,auc,0.939882977787139
2,52,valid,auc,0.9396585055687898
2,53,valid,auc,0.9397722249745615
2,54,valid,auc,0.9396565278399939
2,55,valid,auc,0.9397445367714171
2,56,valid,auc,0.9396288396368494
2,57,valid,auc,0.9393974453677142
2,58,valid,auc,0.939741570178223
2,59,valid,auc,0.9395319309258441
2,60,valid,auc,0.9394923763499236
2,61,valid,auc,0.9398048574996959
2,62,valid,auc,0.9394923763499236
2,63,valid,auc,0.9397000378735064
2,64,valid,auc,0.9397653029237754
2,65,valid,auc,0.9397549198475962
2,66,valid,auc,0.9398488619654075
2,67,valid,auc,0.9397163541360737
2,68,valid,auc,0.9396204342894663
2,69,valid,auc,0.9397549198475962
2,70,valid,auc,0.9397732138389595
2,71,valid,auc,0.9397356369918349
2,72,valid,auc,0.9398513341264025
2,73,valid,auc,0.9398711114143629
2,74,valid,auc,0.9401895257505234
2,75,valid,auc,0.9402201805468617
2,76,valid,auc,0.9399966971929107
2,77,valid,auc,0.9400332851756371
2,78,valid,auc,0.9400441626840152
2,79,valid,auc,0.9400589956499855
2,80,valid,auc,0.9399254989562537
2,81,valid,auc,0.939808812957288
2,82,valid,auc,0.9396505946536058
2,83,valid,auc,0.9396535612467998
2,84,valid,auc,0.9396767995601532
2,85,valid,auc,0.9396861937719343
2,86,valid,auc,0.9398592450415867
2,87,valid,auc,0.9396446614672177
2,88,valid,auc,0.9395348975190381
2,89,valid,auc,0.9395625857221825
2,90,valid,auc,0.9397870579405316
2,91,valid,auc,0.9395843407389388
2,92,valid,auc,0.9396041180268991
2,93,valid,auc,0.9394389776724308
2,94,valid,auc,0.9392599932163902
2,95,valid,auc,0.9393934899101222
2,96,valid,auc,0.9391620956409868
2,97,valid,auc,0.9393391023682314
2,98,valid,auc,0.9391541847258027
2,99,valid,auc,0.9391388573276335
2,100,valid,auc,0.9386928794841293
2,101,valid,auc,0.9387087013144975
2,102,valid,auc,0.9387373783820399
2,103,valid,auc,0.9390488706674143
2,104,valid,auc,0.9391477571072157
2,105,valid,auc,0.9390711201163696
2,106,valid,auc,0.9389761891341603
2,107,valid,auc,0.9391205633362703
2,108,valid,auc,0.9392135165896836
2,109,valid,auc,0.9393450355546195
2,110,valid,auc,0.9394730934941622
2,111,valid,auc,0.9393613518171866
2,112,valid,auc,0.9394849598669384
2,113,valid,auc,0.939457271663794
2,114,valid,auc,0.9396065901878942
2,115,valid,auc,0.9395512137816053
2,116,valid,auc,0.9394859487313364
2,117,valid,auc,0.9394997928329086
2,118,valid,auc,0.9394651825789782
2,119,valid,auc,0.9395887906287299
2,120,valid,auc,0.9394424386978238
2,121,valid,auc,0.9394483718842119
2,122,valid,auc,0.9394038729863012
2,123,valid,auc,0.9394068395794953
2,124,valid,auc,0.9394681491721721
2,125,valid,auc,0.9394908930533264
2,126,valid,auc,0.9396431781706206
2,127,valid,auc,0.9395294587648491
2,128,valid,auc,0.9392604876485893
2,129,valid,auc,0.9392397214962309
2,130,valid,auc,0.9393475077156145
2,131,valid,auc,0.939458260528192
2,132,valid,auc,0.9394424386978238
2,133,valid,auc,0.9394651825789782
2,134,valid,auc,0.9396065901878942
2,135,valid,auc,0.9394899041889285
2,136,valid,auc,0.9395146257988788
2,137,valid,auc,0.9394908930533264
2,138,valid,auc,0.9396767995601532
2,139,valid,auc,0.9395897794931279
2,140,valid,auc,0.9394187059522715
2,141,valid,auc,0.939316852919276
2,142,valid,auc,0.9393010310889078
2,143,valid,auc,0.9393445411224204
2,144,valid,auc,0.9390844697857428
2,145,valid,auc,0.939027115650658
2,146,valid,auc,0.9391171023108772
2,147,valid,auc,0.9391981891915143
2,148,valid,auc,0.9391665455307779
2,149,valid,auc,0.9391843450899422
2,150,valid,auc,0.9393554186307985
2,151,valid,auc,0.9392159887506786
2,152,valid,auc,0.9392723540213654
2,153,valid,auc,0.9393316858852463
2,154,valid,auc,0.9390983138873149
2,155,valid,auc,0.9390805143281507
2,156,valid,auc,0.9391091913956932
2,157,valid,auc,0.9389915165323295
2,158,valid,auc,0.9391823673611461
2,159,valid,auc,0.9393366302072363
2,160,valid,auc,0.939243676953823
2,161,valid,auc,0.9394483718842119
2,162,valid,auc,0.9395017705617047
2,163,valid,auc,0.939668888644969
2,164,valid,auc,0.9396342783910385
2,165,valid,auc,0.9396115345098842
2,166,valid,auc,0.9393672850035747
2,167,valid,auc,0.9393751959187588
2,168,valid,auc,0.9394968262397145
2,169,valid,auc,0.939462215985784
2,170,valid,auc,0.9393801402407489
2,171,valid,auc,0.9394730934941622
2,172,valid,auc,0.9393890400203311
2,173,valid,auc,0.9393929954779231
2,174,valid,auc,0.9392387326318329
2,175,valid,auc,0.9393643184103807
2,176,valid,auc,0.9391062248024991
2,177,valid,auc,0.9389143851092844
2,178,valid,auc,0.9390246434896629
2,179,valid,auc,0.9391373740310365
2,180,valid,auc,0.9390157437100808
2,181,valid,auc,0.9390523316928073
2,182,valid,auc,0.9392085722676935
2,183,valid,auc,0.9394320556216447
2,184,valid,auc,0.9393915121813261
2,185,valid,auc,0.9391096858278921
2,186,valid,auc,0.9392975700635148
2,187,valid,auc,0.9392886702839326
2,188,valid,auc,0.9392847148263406
2,189,valid,auc,0.93938953445253
2,190,valid,auc,0.9394073340116943
2,191,valid,auc,0.9394449108588189
2,192,valid,auc,0.9395042427226997
2,193,valid,auc,0.93952896433265
2,194,valid,auc,0.9395418195698242
2,195,valid,auc,0.9394251335708586
2,196,valid,auc,0.9393934899101222
2,197,valid,auc,0.939313391893883
2,198,valid,auc,0.9393054809786989
2,199,valid,auc,0.9393727237577638
2,200,valid,auc,0.9393638239781817
2,201,valid,auc,0.9393005366567088
2,202,valid,auc,0.9392975700635148
2,203,valid,auc,0.9393934899101222
2,204,valid,auc,0.9394023896897042
2,205,valid,auc,0.9395665411797746
2,206,valid,auc,0.9394528217740029
2,207,valid,auc,0.9393381135038333
2,208,valid,auc,0.9394271112996546
2,209,valid,auc,0.9392955923347187
2,210,valid,auc,0.9392857036907386
2,211,valid,auc,0.9392619709451863
2,212,valid,auc,0.9394686436043712
2,213,valid,auc,0.9391423183530265
2,214,valid,auc,0.93924021592843
2,215,valid,auc,0.9392125277252855
2,216,valid,auc,0.9392313161488478
2,217,valid,auc,0.9392145054540816
2,218,valid,auc,0.9392065945388974
2,219,valid,auc,0.9393341580462413
2,220,valid,auc,0.9395151202310779
2,221,valid,auc,0.9395319309258441
2,222,valid,auc,0.9392955923347187
2,223,valid,auc,0.9393025143855048
2,224,valid,auc,0.9392985589279128
2,225,valid,auc,0.9394132671980824
2,226,valid,auc,0.9394073340116943
2,227,valid,auc,0.9392946034703207
2,228,valid,auc,0.9392995477923108
2,229,valid,auc,0.9391917615729273
2,230,valid,auc,0.9391937393017233
2,231,valid,auc,0.9392214275048677
2,232,valid,auc,0.9392174720472757
2,233,valid,auc,0.9389900332357324
2,234,valid,auc,0.9391868172509372
