fold,iter,split,metric,value
1,1,training,auc,0.8878812546114553
1,2,training,auc,0.9520597880228658
1,3,training,auc,0.9570692099090872
1,4,training,auc,0.9539830327509107
1,5,training,auc,0.957790747485719
1,6,training,auc,0.9599838692212137
1,7,training,auc,0.960893776496446
1,8,training,auc,0.9595959674042501
1,9,training,auc,0.9585396809180567
1,10,training,auc,0.9570009676364656
1,11,training,auc,0.9557615989136646
1,12,training,auc,0.9574409710525988
1,13,training,auc,0.9588925185133834
1,14,training,auc,0.9578163499332636
1,15,training,auc,0.9589631416899433
1,16,training,auc,0.960011883493527
1,17,training,auc,0.9593895708615452
1,18,training,auc,0.9601017703474061
1,19,training,auc,0.9607415841693759
1,20,training,auc,0.9614240687372533
1,21,training,auc,0.9620101730768743
1,22,training,auc,0.9626237351138619
1,23,training,auc,0.9631599950749301
1,24,training,auc,0.9636810110666271
1,25,training,auc,0.9640839404071494
1,26,training,auc,0.9646966366608868
1,27,training,auc,0.9642357307634248
1,28,training,auc,0.9647165496756436
1,29,training,auc,0.9653593628181592
1,30,training,auc,0.965801097800793
1,31,training,auc,0.9661306520108527
1,32,training,auc,0.9665077006163573
1,33,training,auc,0.966179445081173
1,34,training,auc,0.9668714532648037
1,35,training,auc,0.96715784199567
1,36,training,auc,0.9675010013710914
1,37,training,auc,0.9676922157860858
1,38,training,auc,0.968159367691282
1,39,training,auc,0.9683334828870829
1,40,training,auc,0.9679406337372604
1,41,training,auc,0.9684668135076286
1,42,training,auc,0.9688005729506184
1,43,training,auc,0.9685700581602267
1,44,training,auc,0.9688964275247585
1,45,training,auc,0.9686242623758614
1,46,training,auc,0.9689041886531807
1,47,training,auc,0.9691890313425287
1,48,training,auc,0.968876885559966
1,49,training,auc,0.9691622229825998
1,50,training,auc,0.9691513388503104
1,51,training,auc,0.9690121951136554
1,52,training,auc,0.9688514995582341
1,53,training,auc,0.969016956921532
1,54,training,auc,0.9690017129521608
1,55,training,auc,0.9692627775229558
1,56,training,auc,0.9690954958306661
1,57,training,auc,0.9692685906390649
1,58,training,auc,0.9696834863409396
1,59,training,auc,0.969852932491355
1,60,training,auc,0.9700906827560528
1,61,training,auc,0.9703656926213436
1,62,training,auc,0.9705830042171684
1,63,training,auc,0.9709560949563859
1,64,training,auc,0.9712137891566709
1,65,training,auc,0.9710426114397549
1,66,training,auc,0.9713166936801347
1,67,training,auc,0.971599804802982
1,68,training,auc,0.9719903658113573
1,69,training,auc,0.9722223338807763
1,70,training,auc,0.9722435455704086
1,71,training,auc,0.9726175020928765
1,72,training,auc,0.9726107304310259
1,73,training,auc,0.9729250406717143
1,74,training,auc,0.9732499567572187
1,75,training,auc,0.9735658439602558
1,76,training,auc,0.9737713437988801
1,77,training,auc,0.9740547332092007
1,78,training,auc,0.9742743329464725
1,79,training,auc,0.974476493335417
1,80,training,auc,0.9745643084936615
1,81,training,auc,0.9747223757785015
1,82,training,auc,0.9748392565172916
1,83,training,auc,0.9750901481348957
1,84,training,auc,0.9750255545202574
1,85,training,auc,0.9752552344482293
1,86,training,auc,0.9753848545691309
1,87,training,auc,0.9757410625349676
1,88,training,auc,0.9759349361413735
1,89,training,auc,0.9762981940565341
1,90,training,auc,0.9763387003443158
1,91,training,auc,0.9763649212084676
1,92,training,auc,0.9764458719423705
1,93,training,auc,0.9765061675615877
1,94,training,auc,0.9766720578165107
1,95,training,auc,0.9769636412468787
1,96,training,auc,0.9770445919807816
1,97,training,auc,0.9771150296323594
1,98,training,auc,0.977221273605503
1,99,training,auc,0.9773495950515293
1,100,training,auc,0.977496963729062
1,101,training,auc,0.9775765539464286
