fold,iter,split,metric,value
0,1,training,auc,0.890936665543416
0,2,training,auc,0.9524437319735424
0,3,training,auc,0.9575779812519585
0,4,training,auc,0.9543457031702942
0,5,training,auc,0.958271411793786
0,6,training,auc,0.9601545522048438
0,7,training,auc,0.9604778294863389
0,8,training,auc,0.9595152021953295
0,9,training,auc,0.9585149751745929
0,10,training,auc,0.9572945299999771
0,11,training,auc,0.9562257824191456
0,12,training,auc,0.9580990281644857
0,13,training,auc,0.9594203680085915
0,14,training,auc,0.958389281999148
0,15,training,auc,0.9594574111633721
0,16,training,auc,0.9607332355451766
0,17,training,auc,0.9600450306236812
0,18,training,auc,0.9608681122072408
0,19,training,auc,0.9614566592924609
0,20,training,auc,0.9622377503883811
0,21,training,auc,0.9630465156274804
0,22,training,auc,0.9635407232592484
0,23,training,auc,0.9641113053420249
0,24,training,auc,0.9643951276439706
0,25,training,auc,0.9650919594771387
0,26,training,auc,0.9655820855592981
0,27,training,auc,0.9653379656035446
0,28,training,auc,0.9658531684791324
0,29,training,auc,0.966250562991019
0,30,training,auc,0.9666185827140561
0,31,training,auc,0.9667680849288842
0,32,training,auc,0.9671436493345311
0,33,training,auc,0.9669301100800114
0,34,training,auc,0.9674929310343655
0,35,training,auc,0.9678122195287431
0,36,training,auc,0.9680653992877943
0,37,training,auc,0.9683224132298112
0,38,training,auc,0.9689105583442366
0,39,training,auc,0.9690974438429794
0,40,training,auc,0.9688743191310455
0,41,training,auc,0.9692030693995156
0,42,training,auc,0.969467102370026
0,43,training,auc,0.9695366742383534
0,44,training,auc,0.9696341985373335
0,45,training,auc,0.9696582549433596
0,46,training,auc,0.9699706480925651
0,47,training,auc,0.970363280796575
0,48,training,auc,0.9702245699515452
0,49,training,auc,0.9704267303404897
0,50,training,auc,0.9703990871181409
0,51,training,auc,0.9703532006058752
0,52,training,auc,0.9703269488208929
0,53,training,auc,0.970740112956267
0,54,training,auc,0.9708040572334675
0,55,training,auc,0.970850252954037
0,56,training,auc,0.970861013403005
0,57,training,auc,0.9708796277428864
0,58,training,auc,0.9712464415535392
0,59,training,auc,0.9714785333062796
0,60,training,auc,0.9716661609049513
0,61,training,auc,0.9718226203066122
0,62,training,auc,0.9720459305435282
0,63,training,auc,0.9721125340121404
0,64,training,auc,0.9724035299467314
0,65,training,auc,0.9724081371504563
0,66,training,auc,0.9725911884662334
0,67,training,auc,0.9727974922464472
0,68,training,auc,0.9728858639796383
0,69,training,auc,0.9731126373495554
0,70,training,auc,0.9731496186626754
0,71,training,auc,0.9733834419819164
0,72,training,auc,0.9732914215907419
0,73,training,auc,0.9735397777002558
0,74,training,auc,0.9736885687359855
0,75,training,auc,0.9739174447223677
0,76,training,auc,0.9740042085723797
0,77,training,auc,0.9741763757558675
0,78,training,auc,0.9742751059672317
0,79,training,auc,0.9743419877233171
0,80,training,auc,0.9744688868111465
0,81,training,auc,0.9746940522978846
0,82,training,auc,0.974892007453899
0,83,training,auc,0.9750070638636975
0,84,training,auc,0.9750506003928553
0,85,training,auc,0.9751990822202814
0,86,training,auc,0.9754530040792615
0,87,training,auc,0.9755303370760112
0,88,training,auc,0.9757151199582891
0,89,training,auc,0.9759058396399974
0,90,training,auc,0.9760800785191198
0,91,training,auc,0.9761511036664746
0,92,training,auc,0.9762043493363679
0,93,training,auc,0.9763599120339481
0,94,training,auc,0.9764792355183374
0,95,training,auc,0.9766454659023944
0,96,training,auc,0.9766196779298677
0,97,training,auc,0.9767043391634147
0,98,training,auc,0.9768538104574125
0,99,training,auc,0.9770799035690616
0,100,training,auc,0.9770978685715053
0,101,training,auc,0.9773157058214462
0,102,training,auc,0.9774199708614463
0,103,training,auc,0.9775878091286826
0,104,training,auc,0.9776912393062627
0,105,training,auc,0.9777683867780304
0,106,training,auc,0.9778739504929058
0,107,training,auc,0.9778767333676389
0,108,training,auc,0.9781058257998337
0,109,training,auc,0.9781899923000948
0,110,training,auc,0.9782663667511032
0,111,training,auc,0.9783821961816609
0,112,training,auc,0.9787031544008783
0,113,training,auc,0.9788998727236781
0,114,training,auc,0.9790541058255524
0,115,training,auc,0.9790445203681385
0,116,training,auc,0.9792122349520532
0,117,training,auc,0.979255771481211
0,118,training,auc,0.9794682903483287
0,119,training,auc,0.9797156569912708
0,120,training,auc,0.9798483073535486
0,121,training,auc,0.9798918438827064
0,122,training,auc,0.9799056964147111
0,123,training,auc,0.9799750827580564
0,124,training,auc,0.9801341395094683
0,125,training,auc,0.9802273348921967
0,126,training,auc,0.9803004317351861
0,127,training,auc,0.9804348755056251
0,128,training,auc,0.9804221979651744
0,129,training,auc,0.980506580911248
0,130,training,auc,0.9806038269227546
0,131,training,auc,0.9807507008670016
0,132,training,auc,0.980814645144202
0,133,training,auc,0.9808194069520787
0,134,training,auc,0.9809279699875
0,135,training,auc,0.9810167127706554
0,136,training,auc,0.9811930233454125
0,137,training,auc,0.9812832503284256
0,138,training,auc,0.9813684372160888
0,139,training,auc,0.9814196421111778
0,140,training,auc,0.9816513628139539
0,141,training,auc,0.9817227899321034
0,142,training,auc,0.9817792822891853
0,143,training,auc,0.981737724693171
0,144,training,auc,0.9818925143699921
0,145,training,auc,0.981972970370609
0,146,training,auc,0.9820473040468132
0,147,training,auc,0.9821678334435867
0,148,training,auc,0.9821510743535273
0,149,training,auc,0.9823217573371574
0,150,training,auc,0.9823724674989606
0,151,training,auc,0.9824066040956866
0,152,training,auc,0.9824338144264102
0,153,training,auc,0.9825312768837294
0,154,training,auc,0.9826762337364936
0,155,training,auc,0.9827534430499218
0,156,training,auc,0.9827533193666004
0,157,training,auc,0.9828908552200762
0,158,training,auc,0.9829933886935758
0,159,training,auc,0.9830685263113694
0,160,training,auc,0.9831069918243469
0,161,training,auc,0.9831980845906104
0,162,training,auc,0.9832556591767552
0,163,training,auc,0.9833608518416663
0,164,training,auc,0.9833947410717494
0,165,training,auc,0.983474331289116
0,166,training,auc,0.9835418623826392
0,167,training,auc,0.9836160723755218
0,168,training,auc,0.983698476388452
0,169,training,auc,0.9837636574988672
0,170,training,auc,0.9838421345663406
0,171,training,auc,0.9838997709941462
0,172,training,auc,0.9839363812573015
0,173,training,auc,0.9840146727997927
0,174,training,auc,0.984055302770896
0,175,training,auc,0.9841567230945023
0,176,training,auc,0.9842871471569935
0,177,training,auc,0.9843058233385357
0,178,training,auc,0.9843163364208607
0,179,training,auc,0.984425239585416
0,180,training,auc,0.984479722088524
0,181,training,auc,0.9844864628295441
0,182,training,auc,0.98464502484767
0,183,training,auc,0.9846820680024506
0,184,training,auc,0.9848247985554283
0,185,training,auc,0.9848587496271721
