epoch,val_logloss,val_auc,val_prauc
1,0.4946883010194277,0.9260987595608925,0.9738749824130132
2,0.47598917895738,0.928662862124995,0.9768900094456079
3,0.4601171700624327,0.925486466135616,0.9772880059113619
4,0.4457747730482476,0.9253626203780764,0.9772545664706589
5,0.4324499762238196,0.9253418142908096,0.9776274818753979
6,0.4207508766156576,0.9253502358023223,0.9776601747831526
7,0.41008020588844973,0.9253041651805176,0.9776572364073663
8,0.40036352809295284,0.9249514524630444,0.9775638575555604
9,0.39153658034555666,0.9250708397733127,0.978002951324534
10,0.38339529064942784,0.9246770102643364,0.9779046645602734
11,0.37587269115468214,0.9255771212301351,0.9782354190255229
12,0.3689634060629839,0.9256652994095034,0.9782605199884636
13,0.36260658549483626,0.9257088931161574,0.9782771976727729
14,0.3567612094500506,0.9259754091863829,0.9785945265486096
15,0.351407283651213,0.926243906788729,0.9786704996891915
16,0.3464742134242482,0.927069710300004,0.9789533762431015
17,0.34194154434225954,0.9267189791146514,0.9789842170782489
18,0.33765772103131486,0.9280550271469901,0.9793214839022596
19,0.33376769617014773,0.9280193595688186,0.9793130771445704
20,0.3301657514966178,0.9283824753299251,0.9794139888906246
21,0.32702191059102265,0.9263816232711132,0.9789005451248529
22,0.32398299053133084,0.9264034201244402,0.9789084340495967
23,0.3210828718914626,0.9265956287401419,0.9789628864085915
24,0.3185056707889055,0.9266942099631436,0.9789885666953559
25,0.3161344280559277,0.9266724131098165,0.9789838313467399
26,0.313961137598943,0.9267254190940435,0.9789963677399385
27,0.31197706378481505,0.9266075179328657,0.9789546808119632
28,0.3101526865491987,0.926187928506321,0.9788901700105909
29,0.30841298177010057,0.926377660206872,0.9789499780118271
30,0.30694237781594796,0.9265247889668291,0.9789994982919473
31,0.30566204057552676,0.9264593984068482,0.978984016246327
32,0.30446552547533645,0.9266040502516546,0.979023733941782
33,0.3035738745652246,0.9262453929378195,0.9789311418227786
34,0.3026487896167729,0.9263266357547656,0.9789532277984643
35,0.30178489423490973,0.9261136210517973,0.9788965518058912
36,0.30111213404007975,0.9260829073039274,0.9788897503503082
37,0.3007106375474921,0.9260323782348512,0.9788793886820628
38,0.30016447288338816,0.9259778861015338,0.9788674905269279
39,0.2998499732711083,0.9259689692069909,0.9788652568740475
40,0.2995383548570888,0.9258812864106527,0.9788630065970728
41,0.29910566746671646,0.926112630285737,0.978914541470828
42,0.2990393605811,0.9261235287124004,0.9789164033000893
43,0.2989658829663938,0.9252476915150795,0.9786956595175483
44,0.2990111949903558,0.9254091863829113,0.9787330525654396
45,0.299005951417144,0.925427020171997,0.9787386749752385
46,0.29907357300322457,0.9257034439028257,0.9788131557718295
47,0.2990380406547312,0.9258223358300638,0.9788407126224682
48,0.2990486940288857,0.9256816470494986,0.9788047576538352
49,0.29930737207822994,0.9256509333016288,0.9787969604388415
50,0.29974338793887617,0.9255974319343716,0.9787833255631662
51,0.3000596203784253,0.92581044663734,0.9788399331532768
52,0.3005205436639983,0.9257088931161574,0.978810850756041
53,0.300862233304438,0.9257594221852337,0.9788244568424024
54,0.301144776877264,0.9257534775888717,0.9788293672379643
55,0.30184421454920085,0.9257143423294891,0.9788225896817604
56,0.302082377041597,0.925807474339159,0.9788453168642766
57,0.302637748364964,0.9258902033051956,0.9788698433018591
58,0.30319993337199935,0.9258961479015575,0.9788711756774362
59,0.3036992565024412,0.9256117980422462,0.9787933996089465
60,0.30432428421111973,0.9258530495779337,0.9788682529953614
61,0.3049043074785862,0.9263271311377957,0.978983334268307
62,0.3055918295673849,0.9258500772797527,0.978877351652812
63,0.3064121788040443,0.9256578686640511,0.9788261038899686
64,0.30724627396355003,0.9256905639440415,0.9788346408402545
65,0.3082566466249575,0.9258798002615622,0.9788895760086653
66,0.3088211795702565,0.9256613363452622,0.9788278351105171
67,0.30964699039973326,0.9256930408591924,0.9788373353634054
68,0.31036470304806707,0.9259050647961004,0.9789657717095328
69,0.3114663637795537,0.9260536797051481,0.9790021964676928
70,0.31235729773054743,0.9259635199936591,0.9789768334494438
71,0.3133588382581224,0.9260933103475607,0.9790162611485823
72,0.31429568884858755,0.9261725716323862,0.9790376426862073
73,0.31529980172296707,0.926187928506321,0.979104380372405
74,0.315977245842047,0.926159691673602,0.9791008061691184
75,0.31674192480507035,0.926172076249356,0.9791031691100731
76,0.3174905473126751,0.9269151507945944,0.979611921328084
77,0.31765456453976987,0.9268170649546229,0.9795854259921037
78,0.3182584723534508,0.9272634050647961,0.9797195371239132
79,0.3190614753207904,0.9270657472357627,0.9796800730056376
80,0.3202405626284916,0.9273084849205405,0.9797488491441679
81,0.32083606214652954,0.9272728173423691,0.9797341056894795
82,0.32182793685555916,0.9272520112551025,0.979728289687567
83,0.32224232074854586,0.9271068640272658,0.9796892302276741
84,0.3227173125962364,0.9270503903618278,0.9796759451892222
85,0.3235706950488473,0.9270335473388024,0.9796733442665759
86,0.32470108463003045,0.927125688582412,0.9796976997667554
87,0.3255730386374744,0.9271395593072563,0.9797012015082142
88,0.32640306966764276,0.9271990052708754,0.979709090565499
89,0.3274928227482676,0.9271499623508898,0.9797009238994198
90,0.32834130839545445,0.9271846391630009,0.9797082455193793
91,0.329409945247476,0.9272247651884437,0.979716993779115
92,0.3308484029736699,0.9271772084175485,0.9797057306756769
93,0.3317112663730462,0.9271336147108945,0.9796960427690768
94,0.33306872140788496,0.9273649585859787,0.9797626410040855
95,0.33410953644622887,0.9274422383386834,0.9797892366667512
96,0.3352184358698524,0.9274536321483772,0.979790469623553
97,0.33656363395530303,0.927459576744739,0.9797928333662265
98,0.3370455073498635,0.9273941861847581,0.9798049536418764
99,0.3376298626749976,0.9275219950065391,0.9798394359874506
100,0.33842706821441,0.9275130781119962,0.9798369340847293
101,0.3392933661064726,0.929398505924781,0.9807433033573177
102,0.3399757845847035,0.9293489676217651,0.9807292423298682
103,0.34064990628247416,0.9293668014108508,0.9807344003448031
104,0.3413910749191396,0.9294381365671938,0.980751954982745
105,0.34132268405629423,0.9291641897515158,0.9806798986668949
106,0.342347134413364,0.9292355249078588,0.9806983644271153
107,0.3429813668715456,0.9293633337296398,0.9807293953782138
108,0.3433340580314768,0.9294158443308366,0.9807442563211263
109,0.34409530827315066,0.9292335433757382,0.9806939876266412
110,0.3448726342904465,0.9292295803114968,0.980693361035598
111,0.3452443665042794,0.9292414695042207,0.9806960412911477
112,0.34558754905541555,0.9293301430666191,0.9807330064670445
113,0.34639392758257115,0.9294118812665954,0.9807548812665489
114,0.3468069593226639,0.9292915031902668,0.9807203033054372
115,0.3474477907492292,0.9293697737090318,0.9807377842281993
116,0.3481566328164923,0.9292845678278445,0.9807189034953995
117,0.34897880788503766,0.9293915705623588,0.9807468939928091
118,0.3488997453784208,0.929342032259343,0.9807324868276325
119,0.3492713182021081,0.9316262434114057,0.9816572628708861
120,0.34953316637788395,0.9314102564102564,0.9817254525128177
121,0.3505142054324585,0.9314082748781358,0.9817243659021601
122,0.3511172208961182,0.93120318630365,0.9816745974714964
123,0.35103652166550353,0.931137795743669,0.9816498861437603
124,0.3512701575660943,0.9311526572345737,0.9816509970248477
125,0.3519969846451806,0.9312210200927357,0.9816700549545133
126,0.35130030907912446,0.9310525898624816,0.9816228723290406
127,0.35170934320226016,0.9310426822018785,0.9816213743189096
128,0.3525966349669527,0.9311506757024531,0.9816510896798136
129,0.3529438484524292,0.9311477034042722,0.981650413761482
130,0.3529013192156828,0.9310912297388341,0.9816345219978263
131,0.35372512548438023,0.9311655371933579,0.9816556873758464
132,0.35456567136789613,0.9311368049776086,0.9816498414142032
133,0.35544585718121186,0.9311794079182023,0.9816588049699119
134,0.35657856317743136,0.9311893155788056,0.9816604258698992
135,0.3569157626828179,0.9311734633218405,0.981655189682289
136,0.35711668427892335,0.9311427495739706,0.9816516709960625
137,0.3581997403651337,0.931075377481869,0.9816321753424792
138,0.3584374371982259,0.9311318511473071,0.9816520871690265
139,0.35793626953104996,0.9311308603812468,0.9816491793440559
140,0.3580764383887828,0.9310966789521659,0.9816461490995283
141,0.3587744243763592,0.9310986604842865,0.9816454321139689
142,0.35908139617002616,0.931144235723061,0.9816601027901816
143,0.3597901145351736,0.9310243530297626,0.9816303382695772
144,0.3601346408315924,0.9310075100067372,0.9816265491405842
145,0.36034305343797474,0.9310590298418737,0.9816376762597598
146,0.3602722462741993,0.9310273253279435,0.9816316909686044
147,0.36073467647621277,0.9309876946855309,0.9816212155552838
148,0.36055137351252264,0.9310228668806722,0.9816286385487929
149,0.36016112757336316,0.9310000792612848,0.9816267920697915
150,0.3607592595682672,0.9310050330915864,0.981627260742385
151,0.3606020084340336,0.9310367376055166,0.981634144839907
152,0.3610454190674857,0.9310456545000595,0.9816371872469108
153,0.36109696559069254,0.9310575436927833,0.9816402540104129
154,0.3615671673000827,0.9310298022430944,0.9816326339819919
155,0.36149662170793845,0.9309782824079579,0.9816207117709602
156,0.3617583128269331,0.9309604486188721,0.9816175287659923
157,0.361725232046932,0.9309683747473546,0.9816222539019723
158,0.36183912455564676,0.9310010700273451,0.9816248459334664
159,0.36257925020045817,0.9312012047715293,0.9816810245314108
160,0.3631800365770621,0.9312883921848373,0.9817176514825965
161,0.3625810173347839,0.9310932112709547,0.9816662139560784
162,0.3633947362721522,0.9311229342527643,0.981673830363543
163,0.36333131496980814,0.9310803313121706,0.9816644894750235
164,0.3637768544692069,0.9310961835691357,0.9816695778408795
165,0.36385966552841353,0.9310951928030753,0.9816693486481183
166,0.36430205241456015,0.9310624975230849,0.9816679451343606
167,0.3641209276677536,0.9310298022430944,0.981662875736982
168,0.36378938518772636,0.9309634209170531,0.9816450400467639
169,0.36407626193554304,0.9309356794673642,0.981636175543824
170,0.36408065398146877,0.930947568660088,0.9816401793421345
171,0.36419289445691716,0.9308683073752626,0.9816191147576863
172,0.36465913980276476,0.9308336305631514,0.9816089606515637
173,0.3647257408790166,0.930882178100107,0.9816240090062615
174,0.36463066230459457,0.9305770221535291,0.9815397865426836
175,0.3636831431839571,0.9304472317996275,0.9815048997233222
176,0.3637040856390464,0.9304452502675068,0.9815051590722342
177,0.3637869595043568,0.9305037054650656,0.9815205788241507
178,0.36425105361253807,0.9304502040978084,0.981508143288237
179,0.3647206312595533,0.9304977608687037,0.9815243449299661
180,0.36451010751044266,0.9304715055681052,0.9815201297686272
181,0.36455740928087743,0.9303476598105656,0.9814837920871032
182,0.36482479299134024,0.9304150319026672,0.9815019895002939
183,0.3654322808079196,0.9304477271826577,0.9815095975335713
184,0.3658059114320998,0.9303476598105656,0.9814834159479168
185,0.36539670875859964,0.9304229580311497,0.9815036301037585
186,0.3666442004778832,0.9303595490032893,0.9814842202559412
187,0.36666601738335736,0.9301415804700194,0.9814252294559282
188,0.3673030309351667,0.9302406570760512,0.9814524177858734
189,0.3657781562190959,0.9301792295803115,0.9814305855366594
190,0.365986469265803,0.9305572068323228,0.9817204031502462
191,0.3661022485662423,0.9305383822771767,0.9817165773428945
192,0.36614655153939685,0.9304923116553719,0.981704427883302
193,0.3651060765787091,0.930467542503864,0.9818008032740552
194,0.3652684062130319,0.930461597907502,0.9817981537183849
195,0.36549155525579863,0.9304606071414417,0.9817972832961485
196,0.36476764877035794,0.9304338564578132,0.9817879304074052
197,0.36422794042840956,0.9304219672650894,0.9817853580235334
198,0.36427720387079526,0.9304279118614512,0.981788369682828
199,0.36410514264384736,0.9303763920263147,0.9817682299599595
200,0.36500426296237237,0.9302996076566401,0.9818185037331916
201,0.36544425186327656,0.9305626560456545,0.9818584954542203
202,0.36582839685215707,0.9305349145959656,0.9818529316737225
203,0.36622927850876585,0.9305527483850513,0.9818574805128039
204,0.36613268749902966,0.9305160900408196,0.9818370761748609
205,0.3660356825676727,0.9305408591923275,0.9818448117447988
206,0.3661781845091582,0.9307518923631752,0.981964520053075
207,0.36598402571592603,0.9307142432528831,0.9819555532158797
208,0.36622811717632076,0.930589406729283,0.9819241742612449
209,0.36641102542807846,0.9305289699996037,0.981908831776818
210,0.3672745259511287,0.930570582174137,0.9819215668133331
211,0.3667466618454352,0.9305616652795942,0.9819187870896099
212,0.3668230042424186,0.9305577022153529,0.9819179282452203
213,0.36657535073445796,0.9305150992747593,0.9819047024912871
214,0.36705567202757583,0.9304645702056831,0.9818900502078752
215,0.3670952106279706,0.9304358379899338,0.9818831814363319
216,0.3687323554441154,0.9306478619268418,0.9819423185782337
217,0.3683464716694232,0.9306221020092735,0.981936231031476
218,0.3684238936064983,0.9306151666468514,0.9819345549008807
219,0.3688336261839659,0.9306300281377561,0.9819374506179027
220,0.3685249828817819,0.9306974002298577,0.9819606875968615
221,0.36744364908587546,0.9305824713668609,0.9819307473083786
222,0.3670191046912018,0.9310580390758134,0.9820614062990277
223,0.3659230357884867,0.9312101216660722,0.9821012112820272
224,0.3667300314828951,0.9311402726588198,0.9820472029448282
225,0.36734569329749817,0.9311942694091071,0.9820608657420739
226,0.36801977583973505,0.931315142868466,0.9820924896812099
227,0.368044945071109,0.9312854198866564,0.9820847322262467
228,0.3681152538486386,0.9312794752902944,0.9820830911408261
229,0.36835914983785895,0.9313914318551104,0.9821101046943537
230,0.3687783038513671,0.9314439424563072,0.9821316864709206
231,0.3683850719230754,0.9315519359568819,0.9821632140545379
232,0.3691998007728916,0.9314825823326596,0.982142563100299
233,0.36960625376490136,0.9315241945071929,0.98216939295249
234,0.3702255549290672,0.9312512384575754,0.9821019831422348
235,0.370605360620622,0.931215570879404,0.9820967598445217
236,0.3693985513980834,0.9312205247097055,0.9820953746595176
237,0.36907651220457843,0.9308281813498197,0.9819826553093494
238,0.36937457978693716,0.9308440336067848,0.9819851184030082
239,0.3693425939889398,0.9308311536480006,0.9819820297188068
240,0.36947666398806267,0.9308489874370863,0.9819865828372638
241,0.3698037199285038,0.931272044544842,0.9821045671604905
242,0.3699292273760567,0.9312869060357468,0.9821080894144409
243,0.3697257460323919,0.9309579717037213,0.9819965523959724
